Cap Spacing (um),Orifice width (um),Flow rate ratio,Capillary Number Inner,Capillary Number Outer ,Observed regime (0= Dripping & 1 = Jetting),Observed droplet diameter (um)
192.6829268,26.82926829,5.882352941,3.27E-05,0.014431192,1,273.1707317
192.6829268,26.82926829,5.555555556,3.46E-05,0.014431192,1,268.2926829
192.6829268,26.82926829,5.263157895,3.66E-05,0.014431192,1,275.6097561
192.6829268,26.82926829,5,3.85E-05,0.014431192,1,302.4390244
192.6829268,26.82926829,4.761904762,4.04E-05,0.014431192,1,309.7560976
192.6829268,26.82926829,4.545454545,4.23E-05,0.014431192,1,304.8780488
192.6829268,26.82926829,4.347826087,4.43E-05,0.014431192,1,321.9512195
192.6829268,26.82926829,4.166666667,4.62E-05,0.014431192,1,321.9512195
192.6829268,26.82926829,4,4.81E-05,0.014431192,1,321.9512195
334.1463415,26.82926829,120,1.92E-06,0.01731743,0,195.1219512
334.1463415,26.82926829,60,3.85E-06,0.01731743,0,204.8780488
334.1463415,26.82926829,40,5.77E-06,0.01731743,0,207.3170732
334.1463415,26.82926829,30,7.70E-06,0.01731743,0,212.195122
334.1463415,26.82926829,24,9.62E-06,0.01731743,0,214.6341463
334.1463415,26.82926829,20,1.15E-05,0.01731743,0,221.9512195
334.1463415,26.82926829,17.14285714,1.35E-05,0.01731743,0,231.7073171
334.1463415,26.82926829,15,1.54E-05,0.01731743,1,236.5853659
334.1463415,26.82926829,13.33333333,1.73E-05,0.01731743,1,234.1463415
334.1463415,26.82926829,12,1.92E-05,0.01731743,1,243.902439
334.1463415,26.82926829,10.90909091,2.12E-05,0.01731743,1,241.4634146
334.1463415,26.82926829,10,2.31E-05,0.01731743,1,256.097561
334.1463415,26.82926829,9.230769231,2.50E-05,0.01731743,1,260.9756098
334.1463415,26.82926829,8.571428571,2.69E-05,0.01731743,1,263.4146341
334.1463415,26.82926829,8,2.89E-05,0.01731743,1,273.1707317
334.1463415,26.82926829,7.5,3.08E-05,0.01731743,1,280.4878049
334.1463415,26.82926829,7.058823529,3.27E-05,0.01731743,1,280.4878049
334.1463415,26.82926829,6.666666667,3.46E-05,0.01731743,1,285.3658537
334.1463415,26.82926829,6.315789474,3.66E-05,0.01731743,1,280.4878049
334.1463415,26.82926829,6,3.85E-05,0.01731743,1,270.7317073
334.1463415,26.82926829,5.714285714,4.04E-05,0.01731743,1,300
334.1463415,26.82926829,5.454545455,4.23E-05,0.01731743,1,321.9512195
334.1463415,26.82926829,5.217391304,4.43E-05,0.01731743,1,334.1463415
334.1463415,26.82926829,5,4.62E-05,0.01731743,1,346.3414634
334.1463415,26.82926829,4.8,4.81E-05,0.01731743,1,348.7804878
158.5365854,26.82926829,140,1.92E-06,0.020203669,0,148.7804878
158.5365854,26.82926829,70,3.85E-06,0.020203669,0,165.8536585
158.5365854,26.82926829,46.66666667,5.77E-06,0.020203669,0,173.1707317
158.5365854,26.82926829,35,7.70E-06,0.020203669,0,175.6097561
158.5365854,26.82926829,28,9.62E-06,0.020203669,0,178.0487805
158.5365854,26.82926829,23.33333333,1.15E-05,0.020203669,0,182.9268293
158.5365854,26.82926829,20,1.35E-05,0.020203669,0,190.2439024
158.5365854,26.82926829,17.5,1.54E-05,0.020203669,0,192.6829268
158.5365854,26.82926829,15.55555556,1.73E-05,0.020203669,0,195.1219512
158.5365854,26.82926829,14,1.92E-05,0.020203669,0,202.4390244
158.5365854,26.82926829,12.72727273,2.12E-05,0.020203669,0,202.4390244
158.5365854,26.82926829,11.66666667,2.31E-05,0.020203669,0,207.3170732
158.5365854,26.82926829,10.76923077,2.50E-05,0.020203669,0,212.195122
158.5365854,26.82926829,10,2.69E-05,0.020203669,0,209.7560976
158.5365854,26.82926829,9.333333333,2.89E-05,0.020203669,0,207.3170732
158.5365854,26.82926829,8.75,3.08E-05,0.020203669,1,236.5853659
158.5365854,26.82926829,8.235294118,3.27E-05,0.020203669,1,229.2682927
158.5365854,26.82926829,7.777777778,3.46E-05,0.020203669,1,236.5853659
158.5365854,26.82926829,7.368421053,3.66E-05,0.020203669,1,243.902439
158.5365854,26.82926829,7,3.85E-05,0.020203669,1,258.5365854
158.5365854,26.82926829,6.666666667,4.04E-05,0.020203669,1,265.8536585
158.5365854,26.82926829,6.363636364,4.23E-05,0.020203669,1,273.1707317
158.5365854,26.82926829,6.086956522,4.43E-05,0.020203669,1,280.4878049
158.5365854,26.82926829,5.833333333,4.62E-05,0.020203669,1,287.804878
158.5365854,26.82926829,5.6,4.81E-05,0.020203669,1,292.6829268
